fuel,co2_intensity,upstream_co2_intensity
Gas_Enap_A,0.0,0
Carbon_Petropower,0.85,0
Biogas_LomaLosColorados,0.0,0
Otros_Noracid,0.0,0
Biogas_SantaMarta,0.0,0
