load_zone,fuel,period,fuel_cost
Quillota500,Gas_Enap_A,2050,0.0
Concepcion500,Carbon_Petropower,2050,0.0
Polpaico500,Biogas_LomaLosColorados,2050,0.0
Polpaico500,Biogas_LomaLosColorados,2050,0.0
LosChangos220,Otros_Noracid,2050,0.0
AltoJahuel500,Biogas_SantaMarta,2050,0.0
